Task ID,Created At,Completed At,Last Modified,Name,Assignee,Due Date,Tags,Notes,Projects,Parent Task
10974928446919,2014-03-14,2014-03-24,2014-03-24,AbbVie CCDS Word Documents,,,,"Amit, any update on these mappings?

Thanks,

Toby

From: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Date: Friday, March 7, 2014 at 9:07 PM

To: Label Issues <x&#43;9485337757538@mail.asana.com <mailto:x&#43;9485337757538@mail.asana.com>>

Cc: Amit Pareek <amit@cakewalk.in <mailto:amit@cakewalk.in>>, Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>, Katia Butylkova <katia@doctorevidence.com <mailto:katia@doctorevidence.com>>,
Brittany Goettsch <bgoettsch@doctorevidence.com <mailto:bgoettsch@doctorevidence.com>>, Hae Kim <hkim@doctorevidence.com <mailto:hkim@doctorevidence.com>>, Jin Park <jpark@doctorevidence.com <mailto:jpark@doctorevidence.com>>,
Ajay Thakor <ajay@cakewalk.in <mailto:ajay@cakewalk.in>>

Subject: AbbVie CCDS Word Documents

Amit,

Please map the attached three CCDS Word documents into DOC Label for AbbVie. They will require a different format than the existing XML mapping, so we need to allow them to choose between formats in their “Add CDS” dialog box. This will require building
a new drop down menu specific to the client. For now, the two options for AbbVie’s drop down should be:

XML Format CCDS
Word Format CCDS
Also, Please change the “Add CDS” button to read simply “Upload.”

These are not an immediate priority, but let’s aim to finish by end of next week if possible.

Thank you,

Toby

From: <Thakker>, Geeta D <geeta.thakker@abbvie.com <mailto:geeta.thakker@abbvie.com>>

Date: Friday, March 7, 2014 at 11:23 AM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: ""Bryzinski, Ingrid S"" <Ingrid.Bryzinski@abbvie.com <mailto:Ingrid.Bryzinski@abbvie.com>>

Subject: CCDS for Zemplar IV and oral

Hi Toby,

Ingrid asked that I email you the CCDSs for Zemplar—both are attached to this email.

Thanks,
Geeta

Geeta D. Thakker, PhD

Manager, Strategic Global Labeling

Regulatory Affairs

AbbVie Inc.

Dept. PA95, Bldg. AP30-1

1 North Waukegan Road

North Chicago, IL 60064

USA

OFFICE
&#43;1 847-938-8362

FAX
&#43;1 847-937-8002

CELL
&#43;1 312-898-7211

EMAIL  geeta.thakker@abbvie.com <mailto:geeta.thakker@abbvie.com>

abbvie.com <http://www.abbvie.com>

This communication may contain information that is proprietary, confidential, or exempt from disclosure. If you are not the intended recipient, please note that any
other dissemination, distribution, use or copying of this communication is strictly prohibited. Anyone who receives this message in error should notify the sender immediately by telephone or by return e-mail and delete it from his or her computer.",Label Issues,
10967003457556,2014-03-14,2014-03-24,2014-03-24,Doc Label,,,,"Edan, Amit,

Please see below from Stuart. His Export menu is grayed out in screenshot, preventing all exports. Please let me know if this is a known issue or something that can be fixed immediately.

Thanks,

Toby

From: Stuart Hobbs <stuart.x.hobbs@gsk.com <mailto:stuart.x.hobbs@gsk.com>>

Date: Friday, March 14, 2014 at 2:06 PM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: Arthur Bell <abell@doctorevidence.com <mailto:abell@doctorevidence.com>>

Subject: Doc Label

Toby:

FYI, below is a screen shot of a search I was doing to show you we are still having trouble exporting to Word format.  Now it seems as though I can not export at all. Not sure if I did something wrong or not.  I am still using Mozilla Firefox since Windows
browers does not work.  Also,  seems when I open Doc Label the new SPCs are there but when I do a search none of them come up.  Let me know if we need to talk or you can just respond by email.  No rush – have a good weekend!

Regards,

Stuart

Stuart Hobbs, PharmD
Sr Director
GRA Labeling
RD Chief Regulatory Office

GSK
5 Moore Drive, PO Box 13398, RTP, NC 27709-3398, United States

Email
stuart.x.hobbs@gsk.com <mailto:stuart.x.hobbs@gsk.com>
Tel       &#43;1 919 483 6567",Label Issues,
10940966197381,2014-03-13,2014-03-24,2014-03-24,Label issue from Sanofi demo,,,,"Hi Amit and team,

Please take a look at the screenshot attached where you will see that the top bar of the label site is partially hidden. Same happens for the comparison screen on the bottom so that I can’t even see the name of the drugs I am comparing. I have tried scrolling
up at various places of the screen and it was not helpful.

Thank you,
Katia

Katia Butylkova, PharmD
Senior Associate of Client Solutions
Doctor Evidence, LLC
c.818.448.5115
katia@doctorevidence.com",Label Issues,
10873704135689,2014-03-11,2014-06-20,2014-06-20,can't close labels of previous search after new search,Edan Shalev,,,"I did a search for COPD, rash, headache, then did new search for manuf: lilly and then the labels that I had open in prior search (down at bottom) are blank and I could not close them.",Label Issues,
10829533212476,2014-03-10,2014-03-18,2014-03-18,BMS CDS,,,,"From: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Date: Sunday, March 9, 2014 at 1:20 PM

To: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>, Amit Pareek <amit@cakewalk.in <mailto:amit@cakewalk.in>>

Cc: Katia Butylkova <katia@doctorevidence.com <mailto:katia@doctorevidence.com>>, Brittany Goettsch <bgoettsch@doctorevidence.com <mailto:bgoettsch@doctorevidence.com>>, Jin Park <jpark@doctorevidence.com <mailto:jpark@doctorevidence.com>>,
Hae Kim <hkim@doctorevidence.com <mailto:hkim@doctorevidence.com>>, Ajay Thakor <ajay@cakewalk.in <mailto:ajay@cakewalk.in>>

Subject: BMS CDS

Edan, Amit,

Is CDS set up for BMS yet? They are configured to have it set up, but I don’t get the button when I log in with a BMS acct. They are in a trial, and we need to show max value.

Thanks,

Toby",Label Issues,
10797976401660,2014-03-07,2014-03-24,2014-03-24,AbbVie CCDS Word Documents,,,,"Amit,

Please map the attached three CCDS Word documents into DOC Label for AbbVie. They will require a different format than the existing XML mapping, so we need to allow them to choose between formats in their “Add CDS” dialog box. This will require building
a new drop down menu specific to the client. For now, the two options for AbbVie’s drop down should be:

XML Format CCDS
Word Format CCDS
Also, Please change the “Add CDS” button to read simply “Upload.”

These are not an immediate priority, but let’s aim to finish by end of next week if possible.

Thank you,

Toby

From: <Thakker>, Geeta D <geeta.thakker@abbvie.com <mailto:geeta.thakker@abbvie.com>>

Date: Friday, March 7, 2014 at 11:23 AM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: ""Bryzinski, Ingrid S"" <Ingrid.Bryzinski@abbvie.com <mailto:Ingrid.Bryzinski@abbvie.com>>

Subject: CCDS for Zemplar IV and oral

Hi Toby,

Ingrid asked that I email you the CCDSs for Zemplar—both are attached to this email.

Thanks,
Geeta

Geeta D. Thakker, PhD

Manager, Strategic Global Labeling

Regulatory Affairs

AbbVie Inc.

Dept. PA95, Bldg. AP30-1

1 North Waukegan Road

North Chicago, IL 60064

USA

OFFICE
&#43;1 847-938-8362

FAX
&#43;1 847-937-8002

CELL
&#43;1 312-898-7211

EMAIL  geeta.thakker@abbvie.com <mailto:geeta.thakker@abbvie.com>

abbvie.com <http://www.abbvie.com>

This communication may contain information that is proprietary, confidential, or exempt from disclosure. If you are not the intended recipient, please note that any
other dissemination, distribution, use or copying of this communication is strictly prohibited. Anyone who receives this message in error should notify the sender immediately by telephone or by return e-mail and delete it from his or her computer.",Label Issues,
10790630931012,2014-03-07,2014-03-18,2014-03-26,"URGENT FW: Unfortunately, the software is utilizing my search criteria as ³OR² instead of ³AND²",Amit,,,"Amit, thanks for the response. I understand that the multi-section search defaults to OR between the multi-selected sections. However, the logic should still require the condition before the AND,
“Category C” in Pregancy Section. Because this condition is NOT met in the REPRONEX label in the screenshot, the REPRONEX label should not appear as a result.

Please not that Amgen doesn’t license UK labels, you can use the account below to replicate the search with US only:
amgen_demo/demo456$

Thanks,

Toby

From: Amit Pareek <amit@cakewalk.in <mailto:amit@cakewalk.in>>

Date: Friday, March 7, 2014 at 12:19 AM

To: Brittany Goettsch <bgoettsch@doctorevidence.com <mailto:bgoettsch@doctorevidence.com>>

Cc: Label Issues <x&#43;9485337757538@mail.asana.com <mailto:x&#43;9485337757538@mail.asana.com>>, Hae Kim <hkim@doctorevidence.com <mailto:hkim@doctorevidence.com>>, Katia Butylkova <katia@doctorevidence.com <mailto:katia@doctorevidence.com>>,
Jin Park <jpark@doctorevidence.com <mailto:jpark@doctorevidence.com>>, Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>, Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>, Amit
Pareek <amit@doctorevidence.com <mailto:amit@doctorevidence.com>>

Subject: Re: URGENT FW: Unfortunately, the software is utilizing my search criteria as ³OR² instead of ³AND²

Point 1: if you select multiple sections, the search within them is always ""or"". So in Tanya's case, search query would be
Pregnancy contains category c and
Box Warning Section or W&P or Warnings Section contains pregnancy

The behaviour is correct, as if we default to ""and"" in multi select the results will be very less. Hence it defaults to ""or"" for within multi selected sections.

Point 2: please tell me the exact steps to reproduce.

Thanks.

On Friday, March 7, 2014, Brittany Goettsch <bgoettsch@doctorevidence.com <mailto:bgoettsch@doctorevidence.com>> wrote:

Dear Tech Team,

Tanya Ramirez at Amgen is having difficulties with a current search as described below in the the previous emails.

The two issues are:

OR instead of AND

The search criteria (see the attached screenshot) should find labels with category c in pregnancy, but in the screenshot attached, this example is not found.

2. Export to Search Report not working for example

I was not able to replicate this error. My search matrix export was working. I will continue trying to replicate.

Please let me know if you need any more details to begin work on this.

- Best Regards,
Brittany Goettsch

Brittany Goettsch, MPH
Senior Associate, Client Solutions
Doctor Evidence, LLC
bgoettsch@doctorevidence.com <javascript:_e(%7B%7D,'cvml','bgoettsch@doctorevidence.com');>
w.310.451.5011 x 3899
c.562.305.6120

From: Doctor Evidence Help Desk

Sent: Thursday, March 06, 2014 5:18 PM

To: Brittany Goettsch

Cc: Hae Kim; Katia Butylkova; Jin Park

Subject: URGENT FW: Unfortunately, the software is utilizing my search criteria as ³OR² instead of ³AND²

Brittany,

Please work on reproducing the two issues Tanya explains below. I’ve replied to Tanya letting her know we are looking into the problem, and we will follow up with her tomorrow.

The two issues are:

OR instead of AND
Export to Search Report not working for example
Thanks,

Toby

From: <Ramirez>, Tanya <tramirez@amgen.com <javascript:_e(%7B%7D,'cvml','tramirez@amgen.com');>>

Date: Thursday, March 6, 2014 at 5:08 PM

To: Toby Sayre <help@doctorevidence.com <javascript:_e(%7B%7D,'cvml','help@doctorevidence.com');>>

Subject: Unfortunately, the software is utilizing my search criteria as “OR” instead of “AND”

Hello,

Requesting your assistance…I’m attempting to complete a search, yet I’m coming across a few issues.  Unfortunately, the software is utilizing my search criteria as “OR” instead of “AND”.  Also, I was having issues exporting the data (about
200 labels) to excel to view the location of the keywords within the label.

Search criteria:

Pregnancy Section à contains
à keyword: category c
à RED à And &#43;
Multiple Selection (Box Warning Section, W&P and Warnings Section)
à contains
à keyword: pregnancy à BLUE

I will be in tomorrow by 8:00am, if you wish to further discuss.

Thank you,

Tanya Ramirez
GEM - Regulatory Intelligence

A
Amgen, Inc.
Direct: 805.447.2494
• Ext. 72494
E-mail:
tramirez@amgen.com <javascript:_e(%7B%7D,'cvml','tramirez@amgen.com');>",Label Issues,
10757279557413,2014-03-06,2014-03-24,2014-04-18,Inconsistent Use of term Search ,Ajay,,Suggestion,"The use of the term ""Search"" interchangeably with ""Find in Label"" seems inconsistent and confusing. The term ""Search"" is already used to describe the main search functionality across all
labels while the term ""Find"" or ""Find in Label"" suggests searching within a label. ""Find"" and ""Search"" are different functionalities and should be labeled as such.

Suggestion: When doing a comparison (label versions and between different labels) and viewing a label change the term ""Search"" to ""Find"" to differentiate the functionality / purpose.",Label Issues,
10709301445024,2014-03-04,2014-03-18,2014-03-18,AbbVie CDS Error Message,Ajay,,Bugs,"I get the following error message immediately after uploading an XML format CDS into an abbvie acct (using abbvie_demo/demo456$). The CDS does upload, so I shouldn’t get an error.

Thanks,

Toby",Label Issues,
10623845075462,2014-02-28,2014-03-24,2014-04-18,Rename AC Settings to just Settings,Ajay,,Suggestion,"The label use of ""Ac Settings"" is confusing. It looks like the word ""Account"" was cut off. Furthermore there is no reason to differentiate account settings with another type of setting. Please rename ""Ac Settings to just ""Settings"".

Note: This has already been changed in DOC Create.",Label Issues,
10572966540739,2014-02-26,2014-05-28,2014-05-28,"Receiving ""Connection Timed Out"" message",Chris Kenst,,,"From: <Ramirez>, Tanya <tramirez@amgen.com <mailto:tramirez@amgen.com>>

Date: Wednesday, February 26, 2014 at 2:04 PM

To: support <support@doctorevidence.com <mailto:support@doctorevidence.com>>

Subject: Receiving ""Connection Timed Out"" message

I’m receiving a “Connection Timed Out” message when attempting to export my data to the “Export Search Matrix”.  Please view print screens below.  Thanks.

Search Criteria:

Revision date:  >01/01/2000
Any section:  oncology
Multi sections (clinical pharmacology & clinical studies section): phase 2; phase II; phase 3; phase III; summary; summary of clinical

Best,

Tanya Ramirez
GEM - Regulatory Intelligence

A
Amgen, Inc.
Direct: 805.447.2494
&#8226; Ext. 72494
E-mail:
tramirez@amgen.com <mailto:tramirez@amgen.com>",Label Issues,
10542760649562,2014-02-26,2014-03-18,2014-03-18,"Add CDS : Dr. Evidence Trial, Abatacept clean CCDS 19Aug2013",,2014-03-03,,,Label Issues,
10422314548106,2014-02-20,,2014-07-23,Compare list jumps when deselecting Sections,sohel,,"Bugs,Low Priority","Environment:

Windows 8.1 Enterprise
2.4 GHz Intel Xeon, 12GB RAM
Google Chrome 32.0.1700.107
IE10 (VM)

Problem:

The list of sections to compare jumps when after a user deselects a section (assuming there are multiple sections selected and one of those sections is off the screen). For someone
who heavily uses the section to toggle what they want to see this is a problem.

Steps to Reproduce:

(Note you don't actually need to compare any results, it works either way)

1.  In the Select Section to Compare list, select sections at the top and bottom of the list (for example, highlights and drug interaction)
2. Optionally you can select a few others
3. Click on one of the previously selected sections (to deselect it) and the whole list either jumps up or down until it displays the next selected section.

Expected:  Allow the user to dictate the scrolling. Don't assume the user wants to scroll down to the already selected areas.",Label Issues,
10365907270943,2014-02-18,2014-03-24,2014-03-24,label search results are not ordering correctly - possible due to being case sensitive vs case insensitive,Ajay,,Bugs,[cid:image001.png@01CF2CC1.E5306CA0],Label Issues,
10365775145036,2014-02-18,2014-03-24,2014-04-18,URGENT: BOLDING not working (IE or Chrome),Ajay,,Bugs,[cid:image001.png@01CF2CC0.3C7D95C0],Label Issues,
10196029320173,2014-02-11,2014-02-19,2014-02-19,label error - getresource link,,,,"-----Original Message-----
From: support@doctorevidence.com [mailto:support@doctorevidence.com] 
Sent: Monday, February 10, 2014 9:09 PM
To: Edan Shalev; Dennis Wijnker; amitpareek@cakewalk.in
Subject: Event Notification 1, part 1: System.Web.Management.WebRequestErrorEvent event received in / 
EVP - Server Error
** Application Information **
---------------
Application domain: /LM/W3SVC/7/ROOT-2-130365424285088880
Trust level: Full
Application Virtual Path: /
Application Path: F:\WebRoot\LabelNew\
Machine name: USWE-PRODWEB01


** Events **
---------------
Event code: 3005
Event message: An unhandled exception has occurred.
Event time: 2/10/2014 9:09:19 PM
Event time (UTC): 2/11/2014 5:09:19 AM
Event ID: 1b330a5208c24cca9f9e940f45dff937 Event sequence: 1516 Event occurrence: 1 Event detail code: 0 
Process information:
    Process ID: 23504
    Process name: w3wp.exe
    Account name: IIS APPPOOL\Label

Exception information:
    Exception type: System.Web.HttpException
    Exception message: A potentially dangerous Request.Path value was detected from the client (:). 
Request information:
    Request URL: http://label.doctorevidence.com/http:/label.doctorevidence.com/GetResource.ashx?fileid=2c9fb32d-4b1b-b5da-4bdf-6b06908ba8b3&resourceid=humira-figure1.jpg     Request path: /http:/label.doctorevidence.com/GetResource.ashx
    User host address: 114.143.58.219
    User: 
    Is authenticated: False
    Authentication Type: 
    Thread account name: IIS APPPOOL\Label

Thread information:
    Thread ID: 45
    Thread account name: IIS APPPOOL\Label
    Is impersonating: False
    Stack trace:    at System.Web.HttpRequest.ValidateInputIfRequiredByConfig()   at System.Web.HttpApplication.PipelineStepManager.ValidateHelper(HttpContext context) 
---------------",Label Issues,
10128423912992,2014-02-07,2014-03-06,2014-03-06,Asana,Amit,,,"Amit,

Please add me to all Asana projects.

Thanks,

Toby",Label Issues,
10114324898416,2014-02-06,2014-03-20,2014-03-20,PIL [Label Issues],toby sayre,,Bugs,"Push complete.

From: Toby Sayre

Sent: Thursday, February 6, 2014 3:50 PM

To: Dennis Wijnker

Cc: Edan Shalev; Amit Pareek; Label Issues

Subject: Re: PIL [Label Issues]

Not an emergency, but please push at end of today.

Thanks,

Toby

From:
Dennis Wijnker <dennis@doctorevidence.com <mailto:dennis@doctorevidence.com>>

Date: Thursday, February 6, 2014 at 12:29 PM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Subject: FW: PIL [Label Issues]

Toby – are you ok if we push (I¡¯m assuming this is an emergency fix) sometime soon? Will you need to clear with the client first?

From: Amit [mailto:reply-01d1b07a2584c6a5b093546dee1abef4@asana.com <mailto:reply-01d1b07a2584c6a5b093546dee1abef4@asana.com>]

Sent: Thursday, February 6, 2014 12:12 PM

To: Dennis Wijnker

Subject: PIL [Label Issues]

?

Amit

toby sayre <https://app.asana.com/0/9408462834276/9408462834276> hey toby...
I have removed the checkbox.
Dennis Wijnker <https://app.asana.com/0/2921427381687/2921427381687> Can you publish again? It should be only 1 file update. Home.aspx.

12:12PM on February 6

?

Amit added Dennis Wijnker as a follower12:11PM
on February 6

?

Amit added Edan Shalev as a follower12:10PM
on February 6

?

Amit added toby sayre as a follower12:09PM
on February 6

?

sohel attached

Screen Shot 2014-02-06 at 11.06.16 AM.png <https://app.asana.com/app/asana/-/download_asset?asset_id=10103324742647>12:08PM on February 6

?

sohel added to Label Issues12:08PM
on February 6

PIL

Description

On Fri, Feb 7, 2014 at 12:38 AM, Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com> <mailto:tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>>
wrote:
Edan,

I thought we were going to hold off on PIL &mdash; looks like it was already added, but it&rsquo;s not working &mdash; I can&rsquo;t see any PILs.

Assignee

Ajay

Projects

Label Issues

Attachments

Screen Shot 2014-02-06 at 11.06.16 AM.png <https://app.asana.com/app/asana/-/download_asset?asset_id=10103324742647>

Followers

Ajay
Amit
Dennis Wijnker
Edan Shalev
sohel
toby sayre

Reply to this email to comment,

view and edit <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-ClickTask%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%7D&dest=https%3A%2F%2Fapp.asana.com%2F0%2F9485337757538%2F10103324742643%2Ff&hash=742575e8af6535f34c564f21c8e663ccc70d414ffb58ad9dab81df35233817a6> (as Dennis Wijnker) in Asana,

¢¾ <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-HeartedStory%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%2C%22story%22%3A10103328778133%7D&dest=https%3A%2F%2Fapp.asana.com%2F-%2Fheart%3Fitem_id%3D10103328778133%26task_id%3D10103324742643%26inbox_link%3Dhttps%253A%252F%252Fapp.asana.com%252F0%252Finbox%252F2921427381686%252F10103324742643%252F10103328778133%26hash%3D5fc586dc6c6ba06934b72a83f936e9aa2330350b90eb4f03c793dd9fe48ea5d2&hash=c84d5aad875a3e96c8f144a07510fb80f8c929b99d34ca0c494e345a0c8a818d> the newest story in this email, or
unfollow <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-Unfollow%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%7D&dest=https%3A%2F%2Fapp.asana.com%2F-%2Ffollow%3Fitem_id%3D10103324742643%26follow%3D0%26inbox_link%3Dhttps%253A%252F%252Fapp.asana.com%252F0%252Finbox%252F2921427381686%252F10103324742643%252F10103328778133%26hash%3Ddf043ea40ac1382a0c1729a966230df38f7b0d8f9c35622b308d3443f53e5485&hash=a3904aad1845b87cc2598bc5dc1bff7ca36e4a519566dd1f06bcf60ac2dac465>. You can also reply with ¡°complete¡± to mark this task complete, add a teammate to the ¡°to¡± field to assign it to them,
or reply with ¡°<3¡± to show support for the most recent story on this email.
[#10103328778133]",Label Issues,
10107430250612,2014-02-06,2014-02-06,2014-02-06,PIL [Label Issues],toby sayre,,Pushed,"Not an emergency, but please push at end of today.

Thanks,

Toby

From: Dennis Wijnker <dennis@doctorevidence.com <mailto:dennis@doctorevidence.com>>

Date: Thursday, February 6, 2014 at 12:29 PM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Subject: FW: PIL [Label Issues]

Toby – are you ok if we push (I’m assuming this is an emergency fix) sometime soon? Will you need to clear with the client first?

From: Amit [mailto:reply-01d1b07a2584c6a5b093546dee1abef4@asana.com <mailto:reply-01d1b07a2584c6a5b093546dee1abef4@asana.com>]

Sent: Thursday, February 6, 2014 12:12 PM

To: Dennis Wijnker

Subject: PIL [Label Issues]

?

Amit

toby sayre <https://app.asana.com/0/9408462834276/9408462834276> hey
toby... I have removed the checkbox.
Dennis Wijnker <https://app.asana.com/0/2921427381687/2921427381687> Can you publish again? It should be only 1 file update. Home.aspx.

12:12PM on February 6

?

Amit added Dennis Wijnker as a follower12:11PM
on February 6

?

Amit added Edan Shalev as a follower12:10PM
on February 6

?

Amit added toby sayre as a follower12:09PM
on February 6

?

sohel attached

Screen Shot 2014-02-06 at 11.06.16 AM.png <https://app.asana.com/app/asana/-/download_asset?asset_id=10103324742647>12:08PM on February 6

?

sohel added to Label Issues12:08PM
on February 6

PIL

Description

On Fri, Feb 7, 2014 at 12:38 AM, Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com> <mailto:tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>>
wrote:
Edan,

I thought we were going to hold off on PIL &mdash; looks like it was already added, but it&rsquo;s not working &mdash; I can&rsquo;t see any PILs.

Assignee

Ajay

Projects

Label Issues

Attachments

Screen Shot 2014-02-06 at 11.06.16 AM.png <https://app.asana.com/app/asana/-/download_asset?asset_id=10103324742647>

Followers

Ajay
Amit
Dennis Wijnker
Edan Shalev
sohel
toby sayre

Reply to this email to comment,

view and edit <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-ClickTask%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%7D&dest=https%3A%2F%2Fapp.asana.com%2F0%2F9485337757538%2F10103324742643%2Ff&hash=742575e8af6535f34c564f21c8e663ccc70d414ffb58ad9dab81df35233817a6> (as Dennis Wijnker) in Asana,

♥ <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-HeartedStory%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%2C%22story%22%3A10103328778133%7D&dest=https%3A%2F%2Fapp.asana.com%2F-%2Fheart%3Fitem_id%3D10103328778133%26task_id%3D10103324742643%26inbox_link%3Dhttps%253A%252F%252Fapp.asana.com%252F0%252Finbox%252F2921427381686%252F10103324742643%252F10103328778133%26hash%3D5fc586dc6c6ba06934b72a83f936e9aa2330350b90eb4f03c793dd9fe48ea5d2&hash=c84d5aad875a3e96c8f144a07510fb80f8c929b99d34ca0c494e345a0c8a818d> the newest story in this email, or
unfollow <https://app.asana.com/app/asana/-/log?se=%7B%22name%22%3A%22StoryNotificationEmail-Task-Unfollow%22%2C%22user%22%3A2921427381682%2C%22domain_user%22%3A2921427381686%2C%22domain%22%3A799906860946%7D&dest=https%3A%2F%2Fapp.asana.com%2F-%2Ffollow%3Fitem_id%3D10103324742643%26follow%3D0%26inbox_link%3Dhttps%253A%252F%252Fapp.asana.com%252F0%252Finbox%252F2921427381686%252F10103324742643%252F10103328778133%26hash%3Ddf043ea40ac1382a0c1729a966230df38f7b0d8f9c35622b308d3443f53e5485&hash=a3904aad1845b87cc2598bc5dc1bff7ca36e4a519566dd1f06bcf60ac2dac465>. You can also reply with “complete” to mark this task complete, add a teammate to the “to” field to assign
it to them, or reply with “<3” to show support for the most recent story on this email.
[#10103328778133]",Label Issues,
10103324742643,2014-02-06,2014-02-06,2014-04-18,PIL,Ajay,,,"On Fri, Feb 7, 2014 at 12:38 AM, Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>> wrote:

Edan,

I thought we were going to hold off on PIL &mdash; looks like it was already added, but it&rsquo;s not working &mdash; I can&rsquo;t see any PILs.",Label Issues,
10063619539367,2014-02-04,2014-03-24,2014-03-24,label compare issue,Ajay,,Bugs,"---------- Forwarded message ----------
From: Edan Shalev <edan@doctorevidence.com <mailto:edan@doctorevidence.com>>

Date: Tue, Feb 4, 2014 at 5:38 AM
Subject: label compare issue
To: ""task@cakewalk.in <mailto:task@cakewalk.in>"" <task@cakewalk.in <mailto:task@cakewalk.in>>

I tried to look at this in the tool and say NO DATA AVAILABLE when trying to see what changed between
Simponi US Jan2014 label to the previous Simponi US Nov2013 label for &ldquo;Instructions for Use&rdquo; section.

From: Amit Pareek [mailto:amit@cakewalk.in <mailto:amit@cakewalk.in>]

Sent: Tuesday, January 28, 2014 4:56 AM

To: Toby Sayre

Cc: Edan Shalev; Scott Clymer

Subject: Re: FW: Dr. Evidence search - more detailed comparison needed

Hi Toby,

There are lots of changes in the section and hence it has shown complete section change.

If you notice 1.* sections have been completely removed and hence it changes the internal dom layout of the document. In comparision, both the sections are completely different (Layout wise) and hence it has marked complete section as new.

On Tue, Jan 28, 2014 at 4:35 PM, Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>> wrote:

Edan, please take a look at this issue.

Thanks,

Toby

From:
<Golumbeck>, Kristin K <kristin.golumbeck@abbvie.com <mailto:kristin.golumbeck@abbvie.com>>

Date: Monday, January 27, 2014 at 1:24 PM

To: Toby Sayre <tsayre@doctorevidence.com <mailto:tsayre@doctorevidence.com>>

Cc: ""Voth, Maryam A"" <maryam.voth@abbvie.com <mailto:maryam.voth@abbvie.com>>, ""Bryzinski, Ingrid S"" <Ingrid.Bryzinski@abbvie.com <mailto:Ingrid.Bryzinski@abbvie.com>>

Subject: Dr. Evidence search - more detailed comparison needed

Hi Toby,

I did a Dr. Evidence search comparing the most recent Simponi US Jan2014 label to the previous Simponi US Nov2013 label.  It ended up striking out the entire Instructions for Use
and adding in the new Instructions for Use instead of showing me the exact changes that were made, which were supposed to be minor changes to this section.  Did I do this comparison correctly in Dr. Evidence?  Is there a way to get a more detailed comparison
document?  I have attached the results I got from my search for your reference.  Thanks.

Kind regards,

Kristin

Kristin Golumbeck, R.Ph.

Associate Director, Strategic Global Labeling

Regulatory Affairs

AbbVie Inc.

Dept. PA95, Bldg. AP30-1

1 North Waukegan Rd.

North Chicago, IL 60064

OFFICE
+1 847-937-0143

FAX
+1 847-937-5852

EMAIL
kristin.golumbeck@abbvie.com <mailto:kristin.golumbeck@abbvie.com>

abbvie.com <http://www.abbvie.com>

This communication may contain information that is proprietary, confidential, or exempt from disclosure. If you are not the intended recipient, please note that any other dissemination, distribution, use or copying
of this communication is strictly prohibited. Anyone who receives this message in error should notify the sender immediately by telephone or by return e-mail and delete it from his or her computer.",Label Issues,
